Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,taux_absence,heures_moy_par_jour,total_heures_travaillees
41,No,Non-Travel,Sales,2,2,Medical,971,Male,2,Research Scientist,Married,107980,6.0,14,2,10.0,5,3,1,2,1,3,3.0,2.0,3.0,11.49,7.72,1783.95
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,972,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,3,3,2.0,1.0,3.0,9.2,9.78,2318.79
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,973,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2,3,2.0,1.0,4.0,11.11,5.99,1389.91
46,No,Travel_Rarely,Research & Development,6,3,Medical,974,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,2,3,3.0,2.0,3.0,6.51,7.58,1848.48
35,No,Travel_Rarely,Sales,8,4,Life Sciences,975,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,3,4,4.0,3.0,3.0,13.41,7.38,1667.87
30,No,Travel_Rarely,Sales,9,4,Marketing,976,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,3,3,2.0,4.0,2.0,12.26,7.28,1666.31
47,No,Non-Travel,Research & Development,3,2,Life Sciences,977,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,2.0,1.0,9.96,7.69,1806.78
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,978,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.0,4.0,2.0,11.49,9.8,2263.65
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,979,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,3,4,2.0,1.0,3.0,8.43,10.38,2480.11
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,980,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,3,3,1.0,2.0,3.0,7.28,7.01,1697.41
23,No,Travel_Rarely,Sales,6,4,Life Sciences,981,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3,3,3.0,2.0,1.0,9.96,6.03,1416.18
31,No,Travel_Frequently,Sales,3,3,Marketing,982,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,3,3,4.0,4.0,2.0,8.81,6.46,1537.79
39,No,Non-Travel,Research & Development,3,3,Life Sciences,983,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,2,3,4.0,4.0,3.0,5.36,10.2,2519.02
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,984,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,2,3,4.0,3.0,1.0,6.13,7.6,1861.68
40,No,Travel_Rarely,Sales,6,3,Life Sciences,985,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2,3,2.0,2.0,2.0,6.9,7.91,1921.32
45,No,Travel_Rarely,Research & Development,19,4,Medical,986,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,4.0,8.05,7.79,1868.71
30,No,Travel_Frequently,Sales,9,3,Life Sciences,987,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,3,3,4.0,1.0,3.0,9.2,6.22,1475.08
24,No,Travel_Frequently,Sales,3,4,Marketing,988,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,3,3,1.0,4.0,3.0,9.96,5.95,1398.45
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,989,Female,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3,3,3.0,4.0,2.0,11.88,6.72,1545.07
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,990,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,4,3,1.0,3.0,3.0,11.88,7.61,1750.17
27,No,Travel_Rarely,Sales,3,3,Life Sciences,991,Male,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,2,3,3.0,4.0,2.0,12.26,6.3,1443.57
29,Yes,Travel_Rarely,Sales,4,3,Marketing,992,Male,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,3,3,2.0,2.0,3.0,12.26,6.81,1558.51
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,993,Female,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,3,4,4.0,3.0,4.0,8.05,8.8,2113.18
30,No,Travel_Rarely,Sales,7,3,Life Sciences,994,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3,3,3.0,1.0,3.0,11.49,8.03,1855.08
34,No,Travel_Rarely,Research & Development,1,2,Medical,995,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,2,3,4.0,4.0,3.0,9.2,9.94,2354.75
33,No,Non-Travel,Research & Development,2,4,Medical,996,Male,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,3,3,4.0,2.0,2.0,12.64,7.39,1684.07
49,No,Travel_Rarely,Sales,3,4,Marketing,997,Male,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,3,3,4.0,4.0,4.0,5.75,7.7,1893.6
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,998,Male,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1,3,1.0,1.0,2.0,12.64,8.28,1887.45
38,No,Travel_Frequently,Research & Development,28,3,Medical,999,Male,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3,3,3.0,2.0,2.0,6.13,7.88,1930.27
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1000,Male,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,3,3,1.0,3.0,3.0,7.28,6.19,1498.59
29,No,Travel_Rarely,Research & Development,3,4,Other,1001,Female,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,13.41,6.29,1422.01
30,No,Travel_Rarely,Research & Development,2,1,Medical,1002,Male,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3,3,3.0,3.0,3.0,8.43,6.83,1631.45
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1003,Female,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,3,3,2.0,2.0,3.0,12.64,6.02,1371.69
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1004,Female,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2,3,2.0,4.0,3.0,9.96,9.02,2119.57
43,Yes,Travel_Frequently,Research & Development,1,4,Other,1005,Male,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3,3,3.0,3.0,3.0,8.05,8.41,2017.74
42,No,Travel_Rarely,Human Resources,1,3,Other,1006,Female,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,3,3,2.0,2.0,2.0,10.34,6.68,1563.98
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1007,Female,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3,4,3.0,1.0,3.0,11.11,7.61,1764.63
33,No,Non-Travel,Research & Development,14,3,Other,1008,Male,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,3,3,4.0,2.0,2.0,11.11,6.71,1557.59
41,No,Travel_Rarely,Research & Development,5,3,Medical,1009,Male,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3,3,3.0,1.0,3.0,8.43,6.26,1496.42
34,No,Non-Travel,Research & Development,7,4,Medical,1010,Female,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,2,4,4.0,3.0,3.0,8.43,8.17,1953.73
53,No,Non-Travel,Research & Development,10,4,Medical,1011,Male,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,4,3,1.0,3.0,2.0,11.11,8.11,1880.96
43,No,Travel_Rarely,Sales,16,2,Marketing,1012,Female,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,3,3,2.0,4.0,3.0,10.34,6.09,1424.69
34,No,Travel_Rarely,Sales,10,2,Life Sciences,1013,Female,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,3,3,4.0,4.0,3.0,6.51,7.7,1879.64
21,Yes,Travel_Rarely,Sales,1,2,Marketing,1014,Male,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,4,3,2.0,2.0,3.0,9.96,7.49,1759.6
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1015,Female,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,2,3,4.0,3.0,3.0,9.58,6.38,1505.58
22,Yes,Travel_Rarely,Research & Development,1,3,Other,1016,Male,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,6.9,8.88,2157.31
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1017,Male,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,2,3,1.0,4.0,3.0,11.11,7.29,1692.28
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1018,Female,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,3,3,1.0,3.0,3.0,9.2,6.72,1592.66
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1019,Male,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2,3,2.0,2.0,3.0,7.28,7.97,1929.82
46,No,Travel_Rarely,Sales,3,4,Marketing,1020,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,4,3,3.0,4.0,3.0,6.13,10.02,2454.71
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1021,Female,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,2,3,4.0,1.0,3.0,8.05,9.55,2291.14
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1022,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,4,3,3.0,2.0,2.0,11.88,9.28,2135.52
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1023,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3,3,3.0,2.0,2.0,12.64,6.11,1393.36
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1024,Male,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3,4,3.0,4.0,3.0,12.26,8.59,1967.33
33,No,Travel_Rarely,Research & Development,8,5,Medical,1025,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,3,3,4.0,1.0,3.0,6.13,8.0,1960.33
28,No,Travel_Rarely,Sales,9,3,Medical,1026,Female,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3,3,3.0,4.0,4.0,12.26,7.4,1694.18
39,No,Travel_Rarely,Sales,3,4,Marketing,1027,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,2,3,3.0,3.0,3.0,8.43,6.9,1648.25
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1028,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,3,3,2.0,2.0,3.0,6.9,6.69,1626.4
40,No,Travel_Rarely,Research & Development,2,2,Medical,1029,Male,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3,3,3.0,1.0,2.0,11.88,6.6,1517.87
42,No,Travel_Rarely,Research & Development,7,4,Other,1030,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,3,3,2.0,1.0,2.0,11.49,6.6,1524.09
35,No,Non-Travel,Sales,10,1,Life Sciences,1031,Female,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,3,3,2.0,4.0,3.0,9.2,6.68,1582.48
38,No,Non-Travel,Sales,6,4,Marketing,1032,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,3,3,1.0,2.0,3.0,6.51,7.8,1903.86
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1033,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4,4,4.0,1.0,2.0,11.88,7.89,1815.61
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1034,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,3,3,4.0,1.0,1.0,6.9,6.21,1508.65
39,No,Travel_Frequently,Research & Development,2,1,Medical,1035,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,2,3,3.0,4.0,3.0,8.43,6.2,1481.49
43,No,Non-Travel,Human Resources,8,5,Medical,1036,Female,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,3,3,1.0,3.0,2.0,13.41,7.42,1676.48
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1037,Male,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,1,3,2.0,2.0,1.0,9.96,7.8,1833.04
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1038,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,2,3,3.0,3.0,4.0,6.51,10.32,2518.91
30,No,Travel_Rarely,Sales,26,3,Marketing,1039,Female,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,3,3,1.0,3.0,3.0,7.66,7.07,1703.81
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1040,Female,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,2,3,4.0,2.0,3.0,11.88,8.69,1999.7
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1041,Male,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,3,3,4.0,2.0,4.0,6.13,7.97,1952.11
40,No,Travel_Rarely,Sales,27,2,Medical,1042,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3,3,3.0,4.0,3.0,10.73,6.59,1535.79
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1043,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2,3,2.0,3.0,3.0,11.11,7.37,1710.75
58,No,Non-Travel,Research & Development,2,4,Medical,1044,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,3,3,2.0,2.0,2.0,6.9,6.6,1604.86
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1045,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2,3,2.0,3.0,4.0,12.64,7.4,1688.16
47,No,Travel_Rarely,Research & Development,19,5,Medical,1046,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3,3,3.0,2.0,3.0,9.96,10.71,2516.78
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1047,Male,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,3,3,2.0,1.0,3.0,9.2,7.23,1712.86
54,No,Travel_Rarely,Sales,27,4,Medical,1048,Male,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,2,3,4.0,4.0,2.0,12.26,7.08,1622.28
31,No,Travel_Frequently,Sales,8,4,Other,1049,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,3,3,1.0,1.0,3.0,9.96,7.49,1760.36
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1050,Male,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3,3,3.0,1.0,3.0,11.88,7.55,1737.06
38,No,Travel_Rarely,Research & Development,19,3,Medical,1051,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,1,3,2.0,4.0,2.0,8.81,9.51,2263.84
26,No,Travel_Rarely,Sales,8,3,Marketing,1052,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,2,3,3.0,4.0,3.0,8.43,6.12,1463.13
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1053,Female,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,3,3,1.0,3.0,3.0,8.05,9.59,2301.29
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1054,Male,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,3,4,2.0,3.0,1.0,9.96,7.65,1798.34
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1055,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,3,3,4.0,1.0,3.0,9.96,6.11,1436.02
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1056,Male,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,2,3,1.0,1.0,3.0,6.9,8.7,2113.12
45,No,Non-Travel,Sales,1,4,Technical Degree,1057,Male,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,2,3,3.0,3.0,4.0,11.11,7.2,1671.14
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1058,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,3,3,4.0,2.0,3.0,9.96,10.66,2504.82
43,No,Travel_Frequently,Sales,8,3,Medical,1059,Male,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,3,4,1.0,4.0,3.0,11.88,7.0,1609.29
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1060,Male,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,3,3,4.0,4.0,2.0,7.28,10.21,2469.86
29,No,Travel_Frequently,Research & Development,6,2,Medical,1061,Male,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,3,3,4.0,4.0,4.0,9.2,7.69,1823.33
32,No,Travel_Frequently,Sales,9,4,Life Sciences,1062,Male,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,3,3,4.0,4.0,4.0,11.88,7.6,1748.37
42,No,Non-Travel,Research & Development,11,3,Medical,1063,Male,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3,3,3.0,3.0,2.0,9.2,6.49,1538.34
47,No,Travel_Rarely,Sales,2,2,Life Sciences,1064,Female,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2,3,2.0,3.0,3.0,13.41,6.1,1378.66
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1065,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,3,4,4.0,4.0,2.0,8.81,7.24,1722.43
28,No,Non-Travel,Research & Development,7,3,Life Sciences,1066,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,2,3,3.0,4.0,3.0,10.73,7.69,1792.86
29,No,Travel_Rarely,Research & Development,16,3,Medical,1067,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,3,3,4.0,3.0,3.0,11.49,8.0,1847.67
42,No,Travel_Rarely,Sales,2,4,Medical,1068,Female,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,3,3,4.0,3.0,3.0,7.66,6.59,1589.0
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1069,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3,3,3.0,2.0,2.0,9.2,10.41,2467.56
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1070,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,3,3,1.0,1.0,3.0,8.81,7.87,1873.24
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1071,Female,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,4,3,2.0,3.0,3.0,12.26,7.08,1621.89
29,No,Travel_Rarely,Research & Development,1,2,Medical,1072,Male,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,3,4,4.0,2.0,3.0,9.96,7.98,1875.46
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1073,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,2,3,1.0,3.0,3.0,7.28,6.3,1525.05
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1074,Female,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,2,3,4.0,2.0,3.0,9.2,6.1,1446.65
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1075,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,2,3,4.0,4.0,2.0,10.34,8.59,2009.92
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1076,Female,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,4,4,3.0,2.0,3.0,11.88,7.88,1813.4
27,No,Travel_Frequently,Research & Development,16,4,Medical,1077,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,3,4,4.0,1.0,2.0,8.81,7.68,1828.63
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1078,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,3,3,3.0,4.0,3.0,8.05,6.52,1564.89
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1079,Female,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,3,3,2.0,4.0,4.0,9.58,6.23,1471.29
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1080,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,4,3,2.0,2.0,3.0,13.03,7.03,1596.31
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1081,Female,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,3,3,2.0,4.0,2.0,12.64,7.69,1753.98
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1082,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,3,3,4.0,2.0,3.0,6.9,10.5,2552.43
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1083,Male,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2,3,2.0,3.0,3.0,11.11,9.5,2202.88
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1084,Female,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,3,3,2.0,3.0,3.0,9.58,7.48,1765.16
34,No,Travel_Rarely,Sales,14,2,Technical Degree,1085,Female,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3,3,3.0,4.0,3.0,11.49,8.12,1876.33
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1086,Female,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,2,3,4.0,1.0,3.0,10.34,7.12,1666.12
37,No,Travel_Rarely,Research & Development,7,2,Medical,1087,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4,3,4.0,1.0,3.0,10.73,8.67,2019.4
35,No,Travel_Rarely,Sales,2,1,Technical Degree,1088,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,2,4,4.0,2.0,3.0,6.9,10.47,2544.33
45,No,Travel_Rarely,Research & Development,3,3,Medical,1089,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2,3,2.0,4.0,2.0,7.28,7.11,1719.81
36,No,Travel_Frequently,Research & Development,5,3,Medical,1090,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,1,3,2.0,4.0,2.0,13.03,6.5,1474.78
40,No,Travel_Rarely,Research & Development,3,3,Other,1091,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,3,3,1.0,1.0,3.0,6.51,6.78,1653.17
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1092,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2,3,2.0,3.0,2.0,8.81,9.3,2213.82
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1093,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,2,4,1.0,3.0,3.0,11.49,7.59,1753.36
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1094,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4,3,4.0,4.0,3.0,6.9,7.23,1757.44
44,No,Travel_Rarely,Sales,1,2,Medical,1095,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,3,3,2.0,1.0,3.0,7.66,7.08,1705.63
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1096,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,3,3,4.0,1.0,3.0,9.96,10.19,2394.15
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1097,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,3,4,1.0,4.0,3.0,11.49,6.86,1585.77
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1098,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3,3,3.0,2.0,1.0,12.64,7.29,1661.92
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3,3,3.0,2.0,3.0,12.26,6.41,1468.72
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1100,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3,3,3.0,1.0,4.0,11.11,7.38,1712.91
31,No,Travel_Rarely,Sales,9,4,Life Sciences,1101,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,2,4,3.0,4.0,3.0,11.49,8.33,1923.59
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1102,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0,8.43,9.21,2201.79
31,No,Travel_Rarely,Sales,25,2,Life Sciences,1103,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0,9.58,6.8,1605.11
26,No,Travel_Frequently,Sales,16,2,Life Sciences,1104,Male,2,Healthcare Representative,Married,83800,2.0,14,0,8.0,3,7,7,7,4,3,3.0,4.0,3.0,12.64,6.07,1385.0
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1105,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0,8.81,7.78,1852.82
33,No,Travel_Rarely,Sales,1,3,Life Sciences,1106,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0,12.26,6.45,1477.09
28,No,Travel_Frequently,Sales,8,3,Life Sciences,1107,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0,9.2,10.6,2513.05
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1108,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,11.88,6.81,1565.49
39,No,Non-Travel,Research & Development,8,5,Medical,1109,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0,11.88,6.29,1447.84
